Player,Team,Position,ruATT,ruYDS,ruTDS,reREC,reYDS,reTDS,paATT,paCMP,paYDS,paTDS,INTS
Devin Neal,NO,RB,38.6,203.8,1.3,6.2,46.2,0.4,0.0,0.0,0.0,0.0,0.0
A.T. Perry,DEN,WR,0.0,0.0,0.0,13.7,180.7,1.5,0.0,0.0,0.0,0.0,0.0
Audric Estime,DEN,RB,53.6,193.6,1.4,7.0,49.6,0.2,0.0,0.0,0.0,0.0,0.0
Luke Schoonmaker,DAL,TE,0.0,0.0,0.0,17.3,156.3,1.2,0.0,0.0,0.0,0.0,0.0
Kenneth Gainwell,PIT,RB,46.3,169.3,1.0,8.9,62.8,0.3,0.0,0.0,0.0,0.0,0.0
Savion Williams,GB,WR,2.2,16.7,0.1,13.3,160.3,1.3,0.0,0.0,0.0,0.0,0.0
Jaylin Lane,WAS,WR,2.2,13.3,0.1,13.9,161.9,1.1,0.0,0.0,0.0,0.0,0.0
Isaac TeSlaa,DET,WR,0.0,0.0,0.0,13.7,177.2,1.1,0.0,0.0,0.0,0.0,0.0
Dameon Pierce,HOU,RB,14.8,126.9,0.9,11.7,78.7,0.4,0.0,0.0,0.0,0.0,0.0
Parker Washington,JAC,WR,0.0,2.7,0.0,15.1,167.4,1.1,0.0,0.0,0.0,0.0,0.0
Michael Carter,ARI,RB,43.3,163.9,1.2,7.6,52.0,0.3,0.0,0.0,0.0,0.0,0.0
Irvin Charles,NYJ,WR,0.0,0.0,0.0,14.7,164.3,1.0,0.0,0.0,0.0,0.0,0.0
Olamide Zaccheaus,CHI,WR,1.1,5.4,0.0,14.4,155.1,1.1,0.0,0.0,0.0,0.0,0.0
Sean Tucker,TB,RB,33.8,175.9,1.2,6.9,52.6,0.2,0.0,0.0,0.0,0.0,0.0
Daniel Bellinger,NYG,TE,0.0,0.0,0.0,16.2,154.6,0.9,0.0,0.0,0.0,0.0,0.0
Gunnar Helm,TEN,TE,0.0,0.0,0.0,15.7,160.9,0.9,0.0,0.0,0.0,0.0,0.0
Mack Hollins,NE,WR,0.0,0.0,0.0,12.8,161.6,1.3,0.0,0.0,0.0,0.0,0.0
Cade Stover,HOU,TE,0.0,0.0,0.0,15.4,146.2,1.0,0.0,0.0,0.0,0.0,0.0
Kyle Juszczyk,SF,RB,6.6,27.1,0.4,13.1,127.8,1.0,0.0,0.0,0.0,0.0,0.0
John Metchie III,HOU,WR,0.0,1.0,0.0,13.6,147.1,1.2,0.0,0.0,0.0,0.0,0.0
Woody Marks,HOU,RB,20.3,129.0,0.8,9.9,70.7,0.2,0.0,0.0,0.0,0.0,0.0
Kyle Monangai,CHI,RB,33.3,183.5,1.4,5.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0
Tez Johnson,TB,WR,0.0,4.0,0.0,13.0,159.0,1.0,0.0,0.0,0.0,0.0,0.0
Isaiah Davis,NYJ,RB,27.2,169.9,1.0,6.4,46.8,0.2,0.0,0.0,0.0,0.0,0.0
Ja'Lynn Polk,NE,WR,0.0,0.0,0.0,13.4,156.6,1.0,0.0,0.0,0.0,0.0,0.0
Hunter Renfrow,CAR,WR,0.0,0.0,0.0,15.0,148.6,0.9,0.0,0.0,0.0,0.0,0.0
Mo Alie-Cox,IND,TE,0.0,0.0,0.0,12.7,157.0,1.1,0.0,0.0,0.0,0.0,0.0
Oronde Gadsden II,LAC,TE,0.0,0.0,0.0,13.8,141.7,1.1,0.0,0.0,0.0,0.0,0.0
Emari Demercado,ARI,RB,21.9,132.7,0.7,9.6,65.4,0.2,0.0,0.0,0.0,0.0,0.0
Adam Trautman,DEN,TE,0.0,0.0,0.0,12.6,136.5,1.4,0.0,0.0,0.0,0.0,0.0
Bub Means,NO,WR,0.7,3.5,0.0,12.7,161.7,0.9,0.0,0.0,0.0,0.0,0.0
DJ Giddens,IND,RB,24.1,157.7,1.2,5.8,44.6,0.1,0.0,0.0,0.0,0.0,0.0
Brevin Jordan,HOU,TE,0.0,0.0,0.0,12.6,137.8,1.1,0.0,0.0,0.0,0.0,0.0
Xavier Restrepo,TEN,WR,0.0,3.0,0.0,12.0,131.0,1.0,0.0,0.0,0.0,0.0,0.0
Charlie Woerner,ATL,TE,0.0,0.0,0.0,12.8,120.7,1.1,0.0,0.0,0.0,0.0,0.0
Brashard Smith,KC,RB,5.8,84.4,0.6,8.9,64.3,0.6,0.0,0.0,0.0,0.0,0.0
Luke Deal,DET,TE,0.0,0.0,0.0,12.0,128.0,1.0,0.0,0.0,0.0,0.0,0.0
Erick All Jr.,CIN,TE,0.0,0.0,0.0,13.9,121.0,0.8,0.0,0.0,0.0,0.0,0.0
Jordan James,SF,RB,26.8,157.8,1.3,3.7,31.9,0.0,0.0,0.0,0.0,0.0,0.0
Elijah Higgins,ARI,TE,0.0,0.0,0.0,12.2,117.1,1.1,0.0,0.0,0.0,0.0,0.0
Jake Briningstool,KC,TE,0.0,0.0,0.0,12.0,121.0,1.0,0.0,0.0,0.0,0.0,0.0
Grant Calcaterra,PHI,TE,0.0,0.0,0.0,12.0,125.2,0.9,0.0,0.0,0.0,0.0,0.0
Tahj Brooks,CIN,RB,7.1,133.9,1.1,5.7,40.2,0.1,0.0,0.0,0.0,0.0,0.0
Cedrick Wilson Jr.,NO,WR,0.0,0.0,0.0,11.3,133.8,0.9,0.0,0.0,0.0,0.0,0.0
Josh Oliver,MIN,TE,0.0,0.0,0.0,11.2,116.7,1.2,0.0,0.0,0.0,0.0,0.0
Cam Akers,NO,RB,35.3,150.1,1.0,4.5,33.6,0.1,0.0,0.0,0.0,0.0,0.0
Darnell Washington,PIT,TE,0.0,0.0,0.0,12.5,125.8,0.7,0.0,0.0,0.0,0.0,0.0
Arian Smith,NYJ,WR,0.0,7.5,0.0,11.2,132.0,0.7,0.0,0.0,0.0,0.0,0.0
Kye Robichaux,DET,RB,36.0,172.0,1.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne Durham,TB,TE,0.0,0.0,0.0,11.0,107.8,1.2,0.0,0.0,0.0,0.0,0.0
Sterling Shepard,TB,WR,0.0,1.7,0.0,11.4,113.6,1.0,0.0,0.0,0.0,0.0,0.0
Ollie Gordon II,MIA,RB,20.0,145.8,1.1,4.4,33.5,0.0,0.0,0.0,0.0,0.0,0.0
Quez Watkins,ARI,WR,0.0,0.0,0.0,10.7,127.7,0.8,0.0,0.0,0.0,0.0,0.0
Pharaoh Brown,MIA,TE,0.0,0.0,0.0,11.7,112.7,0.8,0.0,0.0,0.0,0.0,0.0
Brock Wright,DET,TE,0.0,0.0,0.0,10.0,89.9,1.4,0.0,0.0,0.0,0.0,0.0
Jordan Murray,CHI,TE,0.0,0.0,0.0,11.0,104.0,1.0,0.0,0.0,0.0,0.0,0.0
Drew Sample,CIN,TE,0.0,0.0,0.0,12.1,99.5,0.9,0.0,0.0,0.0,0.0,0.0
Ben Yurosek,MIN,TE,0.0,0.0,0.0,11.0,101.0,1.0,0.0,0.0,0.0,0.0,0.0
Amar Johnson,GB,RB,35.0,165.0,1.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Watson,HOU,WR,0.0,0.0,0.0,9.1,126.3,0.8,0.0,0.0,0.0,0.0,0.0
Julian Hill,MIA,TE,0.0,0.0,0.0,11.8,109.0,0.7,0.0,0.0,0.0,0.0,0.0
Drew Ogletree,IND,TE,0.0,0.0,0.0,9.0,111.2,1.0,0.0,0.0,0.0,0.0,0.0
Michael Gallup,WAS,WR,0.0,0.0,0.0,9.8,110.3,0.9,0.0,0.0,0.0,0.0,0.0
Connor Heyward,PIT,TE,0.0,0.0,0.0,10.2,87.6,1.2,0.0,0.0,0.0,0.0,0.0
Simi Fehoko,ARI,WR,0.0,0.0,0.0,9.4,112.2,0.8,0.0,0.0,0.0,0.0,0.0
Craig Reynolds,DET,RB,20.6,75.6,0.3,7.4,59.0,0.4,0.0,0.0,0.0,0.0,0.0
Chris Rodriguez Jr.,WAS,RB,19.9,132.6,1.2,2.6,18.8,0.0,0.0,0.0,0.0,0.0,0.0
Jelani Woods,IND,TE,0.0,0.0,0.0,7.0,117.5,1.0,0.0,0.0,0.0,0.0,0.0
Montrell Johnson Jr.,PHI,RB,0.0,126.0,1.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
Quintin Morris,JAC,TE,0.0,0.0,0.0,10.0,94.6,0.7,0.0,0.0,0.0,0.0,0.0
Clyde Edwards-Helaire,NO,RB,35.1,114.8,0.5,4.4,34.0,0.2,0.0,0.0,0.0,0.0,0.0
David Moore,CAR,WR,0.0,0.0,0.0,8.4,106.9,0.7,0.0,0.0,0.0,0.0,0.0
Ty Chandler,MIN,RB,15.9,87.9,0.6,5.7,39.9,0.2,0.0,0.0,0.0,0.0,0.0
Tanner Hudson,CIN,TE,0.0,0.0,0.0,9.8,90.0,0.7,0.0,0.0,0.0,0.0,0.0
Derius Davis,LAC,WR,5.2,31.5,0.1,7.7,88.8,0.6,0.0,0.0,0.0,0.0,0.0
Johnny Mundt,JAC,TE,0.0,0.0,0.0,10.1,88.7,0.6,0.0,0.0,0.0,0.0,0.0
KhaDarel Hodge,ATL,WR,0.0,0.0,0.0,8.2,104.4,0.6,0.0,0.0,0.0,0.0,0.0
Dare Ogunbowale,HOU,RB,4.3,31.8,0.1,9.0,66.6,0.5,0.0,0.0,0.0,0.0,0.0
Colby Parkinson,LAR,TE,0.0,0.0,0.0,8.9,90.4,0.7,0.0,0.0,0.0,0.0,0.0
DeAndre Carter,CLE,WR,0.0,0.0,0.0,9.1,109.9,0.5,0.0,0.0,0.0,0.0,0.0
Sincere McCormick,LV,RB,24.5,104.2,0.6,4.4,30.4,0.1,0.0,0.0,0.0,0.0,0.0
Davis Allen,LAR,TE,0.0,0.0,0.0,9.5,90.5,0.5,0.0,0.0,0.0,0.0,0.0
Charlie Kolar,BAL,TE,0.0,1.0,0.0,7.7,89.0,0.8,0.0,0.0,0.0,0.0,0.0
Hunter Long,JAC,TE,0.0,0.0,0.0,9.9,89.1,0.4,0.0,0.0,0.0,0.0,0.0
Tylan Wallace,BAL,WR,0.0,1.7,0.0,6.7,90.0,0.9,0.0,0.0,0.0,0.0,0.0
Kenny McIntosh,SEA,RB,11.0,73.4,0.5,5.6,41.3,0.2,0.0,0.0,0.0,0.0,0.0
Tyler Goodson,IND,RB,14.4,76.8,0.6,5.0,32.5,0.3,0.0,0.0,0.0,0.0,0.0
Jacory Croskey-Merritt,WAS,RB,19.7,107.3,0.7,3.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Krull,DEN,TE,0.0,0.0,0.0,8.7,84.1,0.5,0.0,0.0,0.0,0.0,0.0
Mitchell Evans,CAR,TE,0.0,0.0,0.0,8.0,77.7,0.7,0.0,0.0,0.0,0.0,0.0
Zonovan Knight,NYJ,RB,19.3,80.3,0.5,4.3,30.7,0.2,0.0,0.0,0.0,0.0,0.0
Kalel Mullings,TEN,RB,8.3,100.6,0.6,3.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0
Malik Heath,GB,WR,0.0,0.0,0.0,7.3,81.7,0.6,0.0,0.0,0.0,0.0,0.0
Stone Smartt,NYJ,TE,0.0,0.0,0.0,7.7,86.3,0.5,0.0,0.0,0.0,0.0,0.0
Devin Culp,TB,TE,0.0,0.0,0.0,7.3,78.5,0.6,0.0,0.0,0.0,0.0,0.0
Will Mallory,IND,TE,0.0,0.0,0.0,7.1,73.9,0.7,0.0,0.0,0.0,0.0,0.0
Cody White,SEA,WR,0.0,0.0,0.0,7.0,81.7,0.5,0.0,0.0,0.0,0.0,0.0
Dareke Young,SEA,WR,0.0,0.0,0.0,6.9,81.7,0.5,0.0,0.0,0.0,0.0,0.0
Jackson Hawes,BUF,TE,0.0,0.0,0.0,7.0,70.7,0.7,0.0,0.0,0.0,0.0,0.0
Gavin Bartholomew,MIN,TE,0.0,0.0,0.0,7.0,75.0,0.6,0.0,0.0,0.0,0.0,0.0
Patrick Taylor Jr.,SF,RB,24.0,82.2,0.3,3.9,28.6,0.2,0.0,0.0,0.0,0.0,0.0
Giovanni Ricci,MIN,TE,0.0,0.0,0.0,8.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0
Jha'Quan Jackson,TEN,WR,0.0,1.7,0.0,7.1,84.3,0.5,0.0,0.0,0.0,0.0,0.0
Carson Steele,KC,RB,27.2,83.7,0.6,4.6,25.3,0.1,0.0,0.0,0.0,0.0,0.0
Jamal Agnew,ATL,WR,0.0,0.0,0.0,6.6,69.2,0.6,0.0,0.0,0.0,0.0,0.0
Pierre Strong Jr.,CLE,RB,17.6,63.3,0.2,5.0,38.3,0.1,0.0,0.0,0.0,0.0,0.0
Damien Martinez,SEA,RB,2.2,89.5,0.5,3.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0
Jaheim Bell,NE,TE,0.0,0.0,0.0,7.1,71.0,0.5,0.0,0.0,0.0,0.0,0.0
Deuce Vaughn,DAL,RB,27.0,85.5,0.3,3.5,24.9,0.1,0.0,0.0,0.0,0.0,0.0
Brevyn Spann-Ford,DAL,TE,0.0,0.0,0.0,6.8,66.4,0.6,0.0,0.0,0.0,0.0,0.0
Nick Nash,ATL,WR,0.0,0.0,0.0,7.7,85.3,0.1,0.0,0.0,0.0,0.0,0.0
Tanner McLachlan,CIN,TE,0.0,0.0,0.0,7.0,68.5,0.5,0.0,0.0,0.0,0.0,0.0
Ben Skowronek,PIT,WR,0.0,0.0,0.0,6.5,72.1,0.5,0.0,0.0,0.0,0.0,0.0
Raheem Blackshear,CAR,RB,28.8,88.2,0.5,3.2,23.9,0.1,0.0,0.0,0.0,0.0,0.0
Kylen Granson,PHI,TE,0.0,0.0,0.0,6.7,70.4,0.5,0.0,0.0,0.0,0.0,0.0
Chris Brooks,GB,RB,13.1,75.1,0.5,3.5,22.4,0.0,0.0,0.0,0.0,0.0,0.0
Nate Adkins,DEN,TE,0.0,0.0,0.0,5.7,46.2,1.1,0.0,0.0,0.0,0.0,0.0
Devontez Walker,BAL,WR,0.0,1.7,0.0,5.2,73.8,0.6,0.0,0.0,0.0,0.0,0.0
Erik Ezukanma,MIA,WR,0.0,0.0,0.0,6.3,74.0,0.5,0.0,0.0,0.0,0.0,0.0
Dominique Dafney,CAR,TE,0.0,0.0,0.0,7.2,71.4,0.3,0.0,0.0,0.0,0.0,0.0
Charlie Jones,CIN,WR,0.0,0.0,0.0,6.0,70.2,0.5,0.0,0.0,0.0,0.0,0.0
Alec Ingold,MIA,RB,7.4,16.4,0.6,5.6,40.0,0.3,0.0,0.0,0.0,0.0,0.0
Travis Homer,CHI,RB,22.3,71.7,0.3,3.3,25.1,0.1,0.0,0.0,0.0,0.0,0.0
Maurice Alexander,CHI,WR,0.0,0.0,0.0,6.3,68.3,0.4,0.0,0.0,0.0,0.0,0.0
Tank Dell,HOU,WR,0.0,1.0,0.0,5.5,69.5,0.5,0.0,0.0,0.0,0.0,0.0
Samori Toure,CHI,WR,0.0,0.0,0.0,6.2,67.8,0.4,0.0,0.0,0.0,0.0,0.0
Luke Farrell,SF,TE,0.0,0.0,0.0,6.4,63.7,0.4,0.0,0.0,0.0,0.0,0.0
Ian Thomas,LV,TE,0.0,0.0,0.0,6.6,59.3,0.4,0.0,0.0,0.0,0.0,0.0
Eric Saubert,SEA,TE,0.0,0.0,0.0,6.5,56.4,0.5,0.0,0.0,0.0,0.0,0.0
Ashton Dulin,IND,WR,0.0,3.3,0.0,5.3,69.9,0.3,0.0,0.0,0.0,0.0,0.0
Johnny Wilson,PHI,WR,0.0,0.0,0.0,5.0,61.8,0.5,0.0,0.0,0.0,0.0,0.0
Cam Grandy,CIN,TE,0.0,0.0,0.0,6.2,54.0,0.4,0.0,0.0,0.0,0.0,0.0
Ainias Smith,PHI,WR,1.3,7.7,0.1,5.2,56.6,0.4,0.0,0.0,0.0,0.0,0.0
Xavier Weaver,ARI,WR,0.0,0.0,0.0,5.2,61.5,0.5,0.0,0.0,0.0,0.0,0.0
Luke Lachey,HOU,TE,0.0,0.0,0.0,5.5,56.5,0.5,0.0,0.0,0.0,0.0,0.0
Michael Woods II,CLE,WR,0.0,0.0,0.0,5.3,63.2,0.4,0.0,0.0,0.0,0.0,0.0
Tip Reiman,ARI,TE,0.0,0.0,0.0,5.5,50.5,0.6,0.0,0.0,0.0,0.0,0.0
Tanner Conner,MIA,TE,0.0,0.0,0.0,6.0,48.0,0.5,0.0,0.0,0.0,0.0,0.0
Trey Sermon,PIT,RB,5.0,58.2,0.4,3.0,20.8,0.1,0.0,0.0,0.0,0.0,0.0
LeQuint Allen Jr.,JAC,RB,4.0,50.9,0.6,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Fidone II,NYG,TE,0.0,0.0,0.0,5.5,50.5,0.5,0.0,0.0,0.0,0.0,0.0
Michael Burton,DEN,RB,4.5,9.7,0.4,4.8,30.4,0.4,0.0,0.0,0.0,0.0,0.0
Ross Dwelley,SF,TE,0.0,0.0,0.0,4.0,64.0,0.5,0.0,0.0,0.0,0.0,0.0
Durham Smythe,CHI,TE,0.0,0.0,0.0,5.9,50.1,0.3,0.0,0.0,0.0,0.0,0.0
Parris Campbell,DAL,WR,0.0,0.0,0.0,5.5,52.3,0.3,0.0,0.0,0.0,0.0,0.0
Tommy Mellott,LV,QB,4.1,24.9,0.2,3.7,42.8,0.2,0.0,0.0,0.0,0.0,0.0
Mecole Hardman Jr.,GB,WR,0.0,3.7,0.0,4.6,50.6,0.5,0.0,0.0,0.0,0.0,0.0
Kimani Vidal,LAC,RB,6.7,53.6,0.4,2.4,16.7,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Mims,TEN,RB,14.7,61.8,0.3,2.0,14.1,0.1,0.0,0.0,0.0,0.0,0.0
Jeremy McNichols,WAS,RB,14.6,59.9,0.6,1.5,7.3,0.0,0.0,0.0,0.0,0.0,0.0
Blake Whiteheart,CLE,TE,0.0,0.0,0.0,5.0,45.1,0.4,0.0,0.0,0.0,0.0,0.0
Jared Wiley,KC,TE,0.0,0.0,0.0,4.7,46.7,0.4,0.0,0.0,0.0,0.0,0.0
Teagan Quitoriano,ATL,TE,0.0,0.0,0.0,3.7,59.7,0.3,0.0,0.0,0.0,0.0,0.0
Lawrence Cager,WAS,WR,0.0,0.0,0.0,3.7,38.0,0.7,0.0,0.0,0.0,0.0,0.0
Bo Melton,GB,WR,1.1,6.9,0.0,3.8,46.5,0.4,0.0,0.0,0.0,0.0,0.0
Julius Chestnut,TEN,RB,9.8,41.2,0.1,3.4,24.4,0.1,0.0,0.0,0.0,0.0,0.0
DeeJay Dallas,ARI,RB,5.8,30.2,0.1,4.8,33.1,0.1,0.0,0.0,0.0,0.0,0.0
Jonathan Mingo,DAL,WR,0.0,0.0,0.0,4.5,53.8,0.2,0.0,0.0,0.0,0.0,0.0
C.J. Ham,MIN,RB,2.0,9.1,0.7,3.5,23.3,0.0,0.0,0.0,0.0,0.0,0.0
Hunter Luepke,DAL,RB,4.2,14.5,0.1,3.9,28.3,0.4,0.0,0.0,0.0,0.0,0.0
Patrick Ricard,BAL,RB,4.1,11.5,0.1,3.4,28.0,0.5,0.0,0.0,0.0,0.0,0.0
Rasheen Ali,BAL,RB,2.6,53.9,0.4,1.6,11.8,0.0,0.0,0.0,0.0,0.0,0.0
Lil'Jordan Humphrey,NYG,WR,0.0,0.0,0.0,4.0,42.0,0.3,0.0,0.0,0.0,0.0,0.0
Zach Pascal,NYG,WR,0.0,0.0,0.0,3.9,48.6,0.2,0.0,0.0,0.0,0.0,0.0
Kendric Pryor,CIN,WR,0.0,0.0,0.0,3.9,42.0,0.3,0.0,0.0,0.0,0.0,0.0
John Bates,WAS,TE,0.0,0.0,0.0,3.9,36.7,0.4,0.0,0.0,0.0,0.0,0.0
Javon Baker,NE,WR,0.0,0.0,0.0,3.3,44.4,0.4,0.0,0.0,0.0,0.0,0.0
Harrison Bryant,PHI,TE,0.0,0.0,0.0,3.9,37.5,0.4,0.0,0.0,0.0,0.0,0.0
Ronnie Rivers,LAR,RB,22.7,71.1,0.4,0.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0
Frank Gore Jr.,BUF,RB,10.2,42.9,0.2,1.9,14.9,0.1,0.0,0.0,0.0,0.0,0.0
Carlos Washington Jr.,ATL,RB,9.3,38.9,0.3,2.1,14.2,0.1,0.0,0.0,0.0,0.0,0.0
Trishton Jackson,ARI,WR,0.0,0.0,0.0,3.5,40.7,0.3,0.0,0.0,0.0,0.0,0.0
Devin Duvernay,CHI,WR,0.0,3.7,0.0,4.5,42.1,0.2,0.0,0.0,0.0,0.0,0.0
Gary Brightwell,CIN,RB,8.1,33.9,0.2,2.4,16.8,0.1,0.0,0.0,0.0,0.0,0.0
Brenden Bates,CLE,TE,0.0,0.0,0.0,3.7,34.3,0.3,0.0,0.0,0.0,0.0,0.0
Jalen Brooks,DAL,WR,0.0,0.0,0.0,3.4,41.5,0.3,0.0,0.0,0.0,0.0,0.0
Dee Eskridge,MIA,WR,0.0,0.0,0.0,3.6,39.3,0.3,0.0,0.0,0.0,0.0,0.0
Irv Smith Jr.,HOU,TE,0.0,0.0,0.0,4.0,33.8,0.3,0.0,0.0,0.0,0.0,0.0
Steven Sims Jr.,SEA,WR,0.0,0.0,0.0,3.6,36.8,0.2,0.0,0.0,0.0,0.0,0.0
Tucker Fisk,LAC,TE,0.0,0.0,0.0,3.3,30.5,0.4,0.0,0.0,0.0,0.0,0.0
Chris Manhertz,NYG,TE,0.0,0.0,0.0,3.7,32.5,0.3,0.0,0.0,0.0,0.0,0.0
Brayden Willis,SF,TE,0.0,0.0,0.0,3.0,35.7,0.3,0.0,0.0,0.0,0.0,0.0
Eric Gray,NYG,RB,11.4,41.3,0.1,2.3,17.9,0.1,0.0,0.0,0.0,0.0,0.0
Kelvin Harmon,DAL,WR,0.0,0.0,0.0,3.5,39.5,0.2,0.0,0.0,0.0,0.0,0.0
Chris Blair,ATL,WR,0.0,0.0,0.0,3.1,35.6,0.3,0.0,0.0,0.0,0.0,0.0
J.J. Taylor,HOU,RB,0.0,0.0,0.0,4.2,28.1,0.2,0.0,0.0,0.0,0.0,0.0
Scotty Miller,PIT,WR,0.0,0.0,0.0,3.2,38.9,0.2,0.0,0.0,0.0,0.0,0.0
Scott Matlock,LAC,DT,0.0,0.0,0.0,4.3,29.1,0.1,0.0,0.0,0.0,0.0,0.0
KeAndre Lambert-Smith,LAC,WR,0.0,0.0,0.0,3.3,38.1,0.1,0.0,0.0,0.0,0.0,0.0
Hassan Haskins,LAC,RB,10.3,29.5,0.3,0.8,8.5,0.3,0.0,0.0,0.0,0.0,0.0
Brycen Tremayne,CAR,WR,0.0,0.0,0.0,3.0,34.0,0.2,0.0,0.0,0.0,0.0,0.0
Tyler Scott,CHI,WR,0.0,1.7,0.0,3.1,32.5,0.1,0.0,0.0,0.0,0.0,0.0
Greg Dulcich,NYG,TE,0.0,0.0,0.0,3.1,33.9,0.1,0.0,0.0,0.0,0.0,0.0
Zach Davidson,BUF,TE,0.0,0.0,0.0,2.7,27.4,0.3,0.0,0.0,0.0,0.0,0.0
Dante Pettis,NO,WR,1.1,4.5,0.0,2.6,30.4,0.1,0.0,0.0,0.0,0.0,0.0
Darrynton Evans,BUF,RB,5.1,21.4,0.1,1.9,15.3,0.1,0.0,0.0,0.0,0.0,0.0
Jamari Thrash,CLE,WR,0.0,0.0,0.0,2.7,33.0,0.1,0.0,0.0,0.0,0.0,0.0
LaJohntay Wester,BAL,WR,0.0,0.0,0.0,3.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Watkins,SF,WR,0.0,0.0,0.0,2.6,33.5,0.1,0.0,0.0,0.0,0.0,0.0
Troy Hairston II,CLE,RB,2.2,9.7,0.1,2.3,18.1,0.1,0.0,0.0,0.0,0.0,0.0
Kenny Yeboah,DET,TE,0.0,0.0,0.0,2.7,27.0,0.1,0.0,0.0,0.0,0.0,0.0
Velus Jones Jr.,NO,WR,2.4,10.2,0.1,2.0,14.9,0.1,0.0,0.0,0.0,0.0,0.0
Elijah Dotson,ATL,RB,2.6,10.9,0.1,2.0,14.2,0.1,0.0,0.0,0.0,0.0,0.0
Terrell Jennings,NE,RB,2.4,10.1,0.1,1.9,14.5,0.1,0.0,0.0,0.0,0.0,0.0
Isaiah Williams,CIN,WR,0.0,0.0,0.0,2.0,20.8,0.2,0.0,0.0,0.0,0.0,0.0
Trey Palmer,TB,WR,0.0,0.0,0.0,2.0,23.2,0.1,0.0,0.0,0.0,0.0,0.0
John Stephens Jr.,DAL,WR,0.0,0.0,0.0,2.1,20.1,0.2,0.0,0.0,0.0,0.0,0.0
Trent Sherfield Sr.,DEN,WR,0.0,0.0,0.0,2.2,23.6,0.1,0.0,0.0,0.0,0.0,0.0
Avery Williams,PHI,RB,1.4,15.0,0.0,2.2,15.8,0.1,0.0,0.0,0.0,0.0,0.0
Laviska Shenault Jr.,BUF,WR,0.0,0.0,0.0,1.8,19.6,0.1,0.0,0.0,0.0,0.0,0.0
Isaiah Neyor,SF,WR,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
Xavier Gipson,NYJ,WR,0.0,1.7,0.0,2.5,26.2,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Reagor,LAC,WR,0.0,0.0,0.0,1.5,20.5,0.1,0.0,0.0,0.0,0.0,0.0
Anthony Gould,IND,WR,0.0,1.7,0.0,1.8,20.3,0.0,0.0,0.0,0.0,0.0,0.0
James Mitchell,CAR,TE,0.0,0.0,0.0,1.8,18.0,0.1,0.0,0.0,0.0,0.0,0.0
Austin Trammell,JAC,WR,0.0,0.0,0.0,1.7,20.1,0.1,0.0,0.0,0.0,0.0,0.0
Robbie Ouzts,SEA,TE,0.0,0.0,0.0,2.0,15.0,0.1,0.0,0.0,0.0,0.0,0.0
Xavier Smith,LAR,WR,1.1,10.4,0.0,1.6,18.8,0.0,0.0,0.0,0.0,0.0,0.0
Miles Boykin,CHI,WR,0.0,0.0,0.0,1.6,18.0,0.1,0.0,0.0,0.0,0.0,0.0
Raheim Sanders,LAC,RB,0.0,21.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Yarns,NO,RB,0.0,21.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Israel Abanikanda,SF,RB,2.4,10.1,0.1,1.0,7.4,0.1,0.0,0.0,0.0,0.0,0.0
Tim Jones,MIN,WR,0.0,0.0,0.0,1.3,15.0,0.1,0.0,0.0,0.0,0.0,0.0
Jacob Cowing,SF,WR,2.2,10.5,0.1,0.8,10.5,0.1,0.0,0.0,0.0,0.0,0.0
Keilan Robinson,PHI,RB,0.0,16.5,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Horn Jr.,CAR,WR,0.0,0.0,0.0,1.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Badie,DEN,RB,0.0,13.7,0.0,1.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0
Dylan Laube,LV,RB,0.0,8.3,0.0,1.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0
Sione Vaki,DET,RB,0.0,7.3,0.0,1.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Flournoy,DAL,WR,0.0,0.0,0.0,1.0,10.3,0.1,0.0,0.0,0.0,0.0,0.0
Trayveon Williams,NE,RB,1.2,5.2,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Feleipe Franks,ATL,QB,0.0,0.0,0.0,0.9,8.8,0.1,0.0,0.0,0.0,0.0,0.0
Dallin Holker,NO,TE,0.0,0.0,0.0,1.0,9.3,0.1,0.0,0.0,0.0,0.0,0.0
